uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
TO,19,2026-02-08,182,40,50,66,107,323.25,565,804.05,1167.199999999999
TO,20,2026-02-15,195.5,40,53.95,73,113,341,592.1000000000001,851.1999999999998,1172.0499999999997
TO,21,2026-02-22,197,40,53,72,116,348,584,822.1999999999998,1277
TO,22,2026-03-01,199,45,57,77,121,342,615.3000000000004,831.05,1203.4249999999977
TO,23,2026-03-08,199,42.975,56,74,120,336,603.1000000000001,893.05,1215.0499999999997
TO,24,2026-03-15,206,43,56,73,118.75,346,600.2000000000003,862.05,1262.2749999999985
TO,25,2026-03-22,204,42,55,75,124.75,358,584.1000000000001,836.2999999999997,1194.9999999999945
TO,26,2026-03-29,203,49,59,80,126,355,604.2000000000003,819.149999999999,1202.4499999999975
TO,27,2026-04-05,208,46,57,76,122.75,364.25,607.2000000000003,870.6999999999994,1273.2499999999986
TO,28,2026-04-12,203,45,59,75,122,354.25,644,906.0999999999999,1262
TO,29,2026-04-19,211,44.975,57,75,121,366,642,900.1999999999998,1323.1249999999993
TO,30,2026-04-26,204,46,59,77.9,120,340.25,619.2000000000003,939.2499999999998,1253.4749999999974
TO,31,2026-05-03,196,40.975,51,67.9,117,329,576.3000000000004,805.1499999999999,1155.8749999999952
TO,32,2026-05-10,179,41,51,64,109,314,537.2000000000003,771.05,1079.4999999999973
TO,33,2026-05-17,161,34,43,59,96.75,279.25,479.10000000000014,699.1499999999999,1013.1499999999992
TO,34,2026-05-24,141,30.975,38,51,80,254,426.10000000000014,616.0999999999999,896.4499999999975
TO,35,2026-05-31,122,25,32,43,68,212,369.10000000000014,553.0999999999999,749.1249999999993
TO,36,2026-06-07,99,19,26,35,59,174,304.3000000000004,425,588.1999999999989
TO,37,2026-06-14,83,15,23,30,48,140,256.2000000000003,386.04999999999995,524.0249999999999
TO,38,2026-06-21,67,13,18,24,40,116,205.10000000000014,294,418.1499999999992
TO,39,2026-06-28,56,11,15,20,32,102.25,182.10000000000014,252.04999999999995,338.0499999999997
TO,40,2026-07-05,47,9,12,17,29,86,148,208.04999999999995,301.49999999999727
TO,41,2026-07-12,42,8,10,15,25,72.25,119,174,249
TO,42,2026-07-19,36,7,9,13,21,64,108,148,211.0749999999996
TO,43,2026-07-26,32,6,9,11,19,56,100.10000000000014,147.04999999999995,206.04999999999973
TO,44,2026-08-02,29,5,7,10,17,50,91,130,176
TO,45,2026-08-09,28,5,6,9,16,46,79,109,151
TO,46,2026-08-16,25,4,6,8,14,46,77,110.04999999999995,150.04999999999973
TO,47,2026-08-23,24,4,6,8,14,41,75,105,150.02499999999986
TO,48,2026-08-30,23,3.9750000000000014,5,7,12,40,68,98,127.02499999999986
TO,49,2026-09-06,21,4,5,7,12,38,68,97.04999999999995,139
TO,50,2026-09-13,21,3,5,7,12,37,64,96.04999999999995,133.09999999999945
TO,51,2026-09-20,21,3.9750000000000014,5,7,12,37,64,92.04999999999995,126
TO,52,2026-09-27,21,3,5,7,12,37,68.10000000000014,97,141.02499999999986
TO,53,2026-10-04,22,3,5,7,13,39,68.10000000000014,97,136.0749999999996
BR,1,2025-10-05,7541,3982.45,4265.45,4726.5,5703,11157.5,19742.100000000002,35234.149999999994,68455.22499999938
BR,2,2025-10-12,7864,4211.875,4472.75,4855,5983,11624.25,22286.900000000034,40084.19999999998,113508.74999999975
BR,3,2025-10-19,8210,4273.675,4600.6,5212.9000000000005,6167.75,12281.25,24397.600000000017,46643.19999999999,81195.32499999995
BR,4,2025-10-26,8820.5,4477.925,4914.8499999999995,5401.9000000000005,6691.75,13531.5,25770.700000000008,50266.09999999999,103685.04999999977
BR,5,2025-11-02,9710,4771.9000000000005,5154.75,5735.9,7083.25,14416.25,28434.4,53601.64999999997,116973.04999999958
BR,6,2025-11-09,10270,5230.225,5671.95,6218,7633,15735.75,32237.40000000001,61356.49999999993,161267.79999999984
BR,7,2025-11-16,11065,5695,6151.5,6892.700000000001,8273.75,17341,33584.100000000035,70547.39999999998,127567.67499999919
BR,8,2025-11-23,12127,6045.875,6472.9000000000005,7291.9,8951.25,18807.25,36788.80000000004,78361.24999999997,168907.57499999946
BR,9,2025-11-30,13232.5,6701.55,7181.7,7954,9732.75,20990.25,43778.100000000006,79557.84999999986,251278.67499999978
BR,10,2025-12-07,14140,7115.375,7770.549999999999,8635.4,10632.75,22334.5,43608.000000000015,99309.74999999999,238273.499999999
BR,11,2025-12-14,15753,7700.700000000001,8461.4,9374.699999999999,11620.25,23980,46350.4,100139.15,191226.8999999996
BR,12,2025-12-21,17657,8747.3,9484.800000000001,10630.9,13052.5,28316.5,54290.30000000005,98820.49999999999,224547.99999999985
BR,13,2025-12-28,17503,8757.4,9482.85,10533.900000000001,12990.5,27224.75,53527.600000000006,105004.4,223687.9749999983
BR,14,2026-01-04,21129.5,10092.875,11027.75,12336.1,15396.5,31730.5,60486.20000000004,109598.44999999995,253305.5749999994
BR,15,2026-01-11,24768,12561.199999999999,13448.9,14855.9,18536.75,38547.75,69285.1,133491.65,230289.97499999902
BR,16,2026-01-18,29356.5,15002.175,16416.9,18180.3,22233.5,44051,82004.00000000009,140384.29999999987,287254.0249999994
BR,17,2026-01-25,34579.5,18112.875,19222.399999999998,21285.8,25781.25,52774.25,97733.80000000009,164913.74999999983,290280.9749999995
BR,18,2026-02-01,41251.5,20100.775,22671.3,24952.600000000002,30790,63139.75,112437.80000000008,177859.0499999997,382423.2749999997
BR,19,2026-02-08,47262,23721.6,25448.9,28816.3,35425.5,70003.5,123989.60000000006,215646.9,453007.07499999914
BR,20,2026-02-15,52923.5,26801.55,29194.649999999998,32775,39584.25,78929.25,138134.40000000014,221474.9,434234.1999999973
BR,21,2026-02-22,59145,29833.899999999998,32239.25,35795.6,43951.25,89271.25,161535.70000000004,273148.6,563857.7499999998
BR,22,2026-03-01,66593.5,31698.95,35184.700000000004,39531.2,49109.25,96767.5,180975.10000000003,286684.94999999984,549437.1249999965
BR,23,2026-03-08,70274,34608.45,37812.65,41978.5,52876,106972.75,187354.70000000042,306372.2999999999,556952.9249999999
BR,24,2026-03-15,77665,36360.975000000006,40843.450000000004,45201.6,56669.75,118390,209280.0000000004,338467.1999999998,611695.6249999985
BR,25,2026-03-22,81047,40512.775,43424.299999999996,48020.3,59787.5,120744.75,218110.30000000002,381945.4,661119.674999999
BR,26,2026-03-29,86411.5,40530.15,44733.05,49914.799999999996,62953.25,132445.25,227962.50000000006,367409.59999999934,788509.0749999953
BR,27,2026-04-05,90068,42912.575,46653.85,52404,65234.5,139827.25,236780.3000000003,419119.79999999993,833730.3499999968
BR,28,2026-04-12,90250,42699.675,47236.799999999996,51927.8,65261.25,137430.75,248929.00000000017,419666.55,960753.824999995
BR,29,2026-04-19,88581.5,43185.5,46707.1,52702.100000000006,65286,136025.25,247606.10000000018,379956.29999999976,797446.1
BR,30,2026-04-26,86185.5,40850.8,44448.799999999996,50892.5,63058.5,132064,245097.20000000013,408513.6499999997,929377.9499999958
BR,31,2026-05-03,80095.5,38435.850000000006,41647.75,47352.1,58839.5,122672.25,225168.1000000002,380400.4999999998,706972.4749999992
BR,32,2026-05-10,71877.5,34532.450000000004,37746.25,42308.5,52086.5,108102.5,201182.10000000006,332154.94999999995,644316.3249999955
BR,33,2026-05-17,60528.5,29640.074999999997,32081.5,35655.8,44925.25,92002.75,165979.1000000001,292833.3999999998,529274.9749999993
BR,34,2026-05-24,51850.5,25503.725000000002,27582.55,31009.8,38056.5,76475.75,135289.10000000003,229663.2999999999,487122.8749999995
BR,35,2026-05-31,41839,20737.899999999998,22844.850000000002,25569.8,31530.25,62096.25,106368.50000000007,194477.44999999998,318877.8499999984
BR,36,2026-06-07,34111,17617.8,19027.899999999998,21472.4,26041,50424.75,87531.10000000006,153132.74999999997,319981.09999999905
BR,37,2026-06-14,27827,14579.949999999999,16033,17746.8,21214.75,42249.75,76038.80000000002,127120.49999999993,279117.82499999984
BR,38,2026-06-21,23212,12166.025,13203.15,14591.5,17742.25,34752,62731.4,111924.84999999996,232962.92499999978
BR,39,2026-06-28,19200.5,10307.05,11283.05,12325.9,14882.75,28173,48548.700000000026,85651.59999999993,169361.49999999866
BR,40,2026-07-05,16081,8635.825,9549.8,10324.699999999999,12554.75,23165.75,42654.50000000003,79055.35,178270.42499999987
BR,41,2026-07-12,13652.5,7492.9000000000005,7996.25,8917.8,10738.75,20506.25,36053.00000000001,62085.24999999998,113266.12499999981
BR,42,2026-07-19,12143.5,6515.975,7022.6,7719.5999999999995,9180.5,17700.75,31012.30000000003,50467.79999999999,108553.97499999982
BR,43,2026-07-26,10604,5819.65,6259.950000000001,6944.2,8367.5,15386.75,26966.70000000006,46372.59999999999,90778.77499999997
BR,44,2026-08-02,9572,5232.75,5646.5,6258.1,7506.75,13548.25,23367.200000000008,40725.099999999984,78779.24999999921
BR,45,2026-08-09,8804.5,4836.8,5247.85,5722.8,6814,12292.75,21844.900000000012,37674.84999999999,76013.7249999997
BR,46,2026-08-16,8031,4516.7249999999995,4810.75,5273.9000000000005,6332.5,11421.75,18989.900000000023,34616.099999999955,70595.02499999988
BR,47,2026-08-23,7525.5,4092.825,4441.65,4917.7,5875.5,10747.75,18740.500000000004,33985.04999999998,69652.74999999977
BR,48,2026-08-30,7231.5,3898.8,4234,4639.7,5609.5,10343.5,17796.6,28663.049999999996,47618.599999999926
BR,49,2026-09-06,7134.5,3863.8,4196.2,4594.700000000001,5570.25,10011,17144.300000000017,29024.849999999995,55489.22499999996
BR,50,2026-09-13,6962.5,3856.95,4103.5,4536.4,5443.75,9984,16931.600000000006,33217.2,63826.1999999996
BR,51,2026-09-20,6966.5,3879.625,4152.9,4560.8,5434.5,10063.25,17400.300000000007,30989.899999999998,62697.44999999985
BR,52,2026-09-27,7133,3813.65,4128.3,4493.9,5496.75,10270.5,18483.000000000004,34016.04999999999,71483.24999999985
BR,53,2026-10-04,7138.5,3870.85,4227.1,4670.8,5545.75,10829.5,20256.500000000007,35499.799999999996,64906.2749999999
