uf,geocode,regional,regional_geocode,macroregional,macroregional_geocode
SC,4206504,Nordeste,42011,Planalto Norte e Nordeste,4211
SC,4207502,Médio Vale do Itajaí,42006,Alto Vale do Itajaí,4216
SC,4209151,Alto Vale do Itajaí,42004,Alto Vale do Itajaí,4216
SC,4209409,Laguna,42016,Sul,4210
SC,4210001,Foz do Rio Itajaí,42005,Foz do Rio Itajaí,4215
SC,4210605,Nordeste,42011,Planalto Norte e Nordeste,4211
SC,4210852,Alto Vale do Itajaí,42004,Alto Vale do Itajaí,4216
SC,4211306,Foz do Rio Itajaí,42005,Foz do Rio Itajaí,4215
SC,4211751,Serra Catarinense,42013,Meio Oeste e Serra Catarinense,4212
MG,3158300,Três Pontas,31011,Sul,3101
MG,3117900,Pouso Alegre,31007,Sul,3101
MG,3132909,São Sebastião do Paraíso,31009,Sul,3101
MG,3116407,Cassia,31091,Sul,3101
MG,3107604,Passos,31092,Sul,3101
MG,3156304,Ubá,31048,Sudeste,3107
MG,3124906,Muriaé,31045,Sudeste,3107
MG,3128204,Ponte Nova,31060,Leste do Sul,3110
MA,2109908,Santa Inês,21014,Norte,2110
CE,2312809,Sobral,23011,Sobral,2309
MG,3131703,Itabira,31021,Centro,3103
MG,3144201,Governador Valadares,31036,Leste,3106
MG,3139607,Mantena,31038,Leste,3106
CE,2310308,Tauá,23014,Sertão Central,2307
CE,2312403,Caucaia,23002,Fortaleza,2310
CE,2308500,Iguatú,23018,Cariri,2308
MG,3151909,Manhuaçu,31059,Leste do Sul,3110
MG,3163003,Governador Valadares,31036,Leste,3106
MG,3170206,Uberlândia / Araguari,31075,Triângulo do Norte,3113
MG,3133402,Frutal / Iturama,31071,Triângulo do Sul,3112
MG,3122470,Unaí,31058,Noroeste,3109
MG,3146552,Janaúba/Monte Azul,31052,Norte,3108
MG,3145372,salinas,31098,Norte,3108
MG,3156601,Almenara/Jacinto,31094,Nordeste,3111
MG,3127073,salinas,31098,Norte,3108
MG,3124302,Janaúba/Monte Azul,31052,Norte,3108
RN,2412609,Santa Cruz,24005,Macrorregião I,2402
MG,3162450,Manga,31076,Norte,3108
MG,3161106,Brasília de Minas/São Francisco,31049,Norte,3108
MG,3133709,Itaúna,31031,Oeste,3105
MG,3141207,São Gotardo,31082,Noroeste,3109
MG,3135100,Janaúba/Monte Azul,31052,Norte,3108
MG,3112604,Ituiutaba,31073,Triângulo do Norte,3113
RN,2412005,Metropolitana,24007,Macrorregião I,2402
MG,3149408,Lima Duarte,31090,Sudeste,3107
MG,3150539,Coronel Fabriciano/Timóteo,31035,Vale do Aço,3114
BA,2909703,Barreiras,29002,Oeste,2912
MG,3131158,Ipatinga,31037,Vale do Aço,3114
BA,2922656,Serrinha,29025,Centro-Leste,2917
MG,3129301,Ipatinga,31037,Vale do Aço,3114
MG,3106309,Ipatinga,31037,Vale do Aço,3114
MG,3145109,Passos,31092,Sul,3101
MG,3108008,São João Del Rei,31015,Centro Sul,3102
MG,3139409,Manhuaçu,31059,Leste do Sul,3110
MG,3150158,Caratinga,31034,Vale do Aço,3114
RN,2409407,Pau dos Ferros,24006,Macrorregião II,2401
MG,3167707,Governador Valadares,31036,Leste,3106
BA,2924405,Juazeiro,29016,Norte,2913
RN,2410900,João Câmara,24003,Macrorregião I,2402
BA,2925501,Teixeira de Freitas,29026,Extremo Sul,2916
RN,2411502,São José de Mipibu,24001,Macrorregião I,2402
BA,2932457,Jacobina,29014,Centro - Norte,2918
BA,2901304,Itaberaba,29011,Centro-Leste,2917
MG,3165404,Itajubá,31003,Sul,3101
MG,3107901,Pouso Alegre,31007,Sul,3101
BA,2903201,Barreiras,29002,Oeste,2912
MG,3109501,Guaxupé,31002,Sul,3101
MG,3111002,Alfenas / Machado,31001,Sul,3101
MG,3100401,Ponte Nova,31060,Leste do Sul,3110
MG,3117108,Alfenas / Machado,31001,Sul,3101
MG,3130556,Caratinga,31034,Vale do Aço,3114
MG,3116605,Divinópolis,31086,Oeste,3105
MG,3107406,Bom Despacho,31028,Oeste,3105
MG,3142809,Uberlândia / Araguari,31075,Triângulo do Norte,3113
BA,2916005,Teixeira de Freitas,29026,Extremo Sul,2916
MG,3166600,Bom Despacho,31028,Oeste,3105
BA,2918407,Juazeiro,29016,Norte,2913
MG,3114204,Divinópolis,31086,Oeste,3105
MG,3117603,Pará de Minas,31032,Oeste,3105
MG,3150703,Frutal / Iturama,31071,Triângulo do Sul,3112
RN,2410207,Pau dos Ferros,24006,Macrorregião II,2401
BA,2929750,Salvador,29020,Leste,2915
MG,3159407,Barbacena,31013,Centro Sul,3102
MG,3168705,Coronel Fabriciano/Timóteo,31035,Vale do Aço,3114
BA,2930303,Santa Maria da Vitória,29021,Oeste,2912
MG,3171154,Caratinga,31034,Vale do Aço,3114
BA,2910776,Santa Maria da Vitória,29021,Oeste,2912
MG,3170057,Caratinga,31034,Vale do Aço,3114
RN,2410405,João Câmara,24003,Macrorregião I,2402
BA,2901007,Santo Antônio de Jesus,29022,Leste,2915
BA,2905503,Jacobina,29014,Centro - Norte,2918
RN,2410504,Pau dos Ferros,24006,Macrorregião II,2401
MG,3123528,Manhuaçu,31059,Leste do Sul,3110
MG,3112059,Peçanha/São João Evangelista,31080,Leste,3106
BA,2907400,Barreiras,29002,Oeste,2912
MG,3159209,Poços de Caldas,31006,Sul,3101
RN,2408201,São José de Mipibu,24001,Macrorregião I,2402
MG,3114600,Lavras,31004,Sul,3101
MG,3133758,Passos,31092,Sul,3101
MG,3108404,Alfenas / Machado,31001,Sul,3101
BA,2922409,Santo Antônio de Jesus,29022,Leste,2915
MG,3119401,Coronel Fabriciano/Timóteo,31035,Vale do Aço,3114
MG,3124609,Além  Paraíba,31041,Sudeste,3107
RN,2404804,Caicó,24004,Macrorregião I,2402
MG,3157104,Almenara/Jacinto,31094,Nordeste,3111
MG,3156007,Guanhães,31020,Centro,3103
CE,2300903,Caucaia,23002,Fortaleza,2310
MG,3124807,Patrocínio / Monte Carmelo,31074,Triângulo do Norte,3113
BA,2917805,Santo Antônio de Jesus,29022,Leste,2915
MG,3163805,Viçosa,31061,Leste do Sul,3110
MG,3119302,Patrocínio / Monte Carmelo,31074,Triângulo do Norte,3113
MG,3106655,Taiobeiras,31085,Norte,3108
MG,3108255,Januária,31053,Norte,3108
MG,3108206,Unaí,31058,Noroeste,3109
MG,3120102,Diamantina,31026,Jequitinhonha,3104
MG,3171105,Uberaba,31072,Triângulo do Sul,3112
MG,3139250,Janaúba/Monte Azul,31052,Norte,3108
BA,2912509,Brumado,29003,Sudoeste,2911
RN,2402402,Caicó,24004,Macrorregião I,2402
MG,3161304,Frutal / Iturama,31071,Triângulo do Sul,3112
RN,2400307,João Câmara,24003,Macrorregião I,2402
RN,2414100,Pau dos Ferros,24006,Macrorregião II,2401
MG,3160702,Santos Dumont,31046,Sudeste,3107
MG,3138104,Pirapora,31055,Norte,3108
MG,3115458,Padre Paraíso,31067,Nordeste,3111
RN,2414209,São José de Mipibu,24001,Macrorregião I,2402
MG,3126752,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
MG,3139201,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
MG,3157609,Pirapora,31055,Norte,3108
MG,3146750,Almenara/Jacinto,31094,Nordeste,3111
RN,2414506,Pau dos Ferros,24006,Macrorregião II,2401
MG,3162658,Coração de Jesus,31050,Norte,3108
MG,3152105,Ponte Nova,31060,Leste do Sul,3110
MG,3148301,Viçosa,31061,Leste do Sul,3110
MG,3110608,Pouso Alegre,31007,Sul,3101
MG,3117207,Itajubá,31003,Sul,3101
MG,3117801,Pouso Alegre,31007,Sul,3101
SP,3543402,Aquífero Guarani,35132,RRAS13,3530
MG,3156205,São João Nepomuceno / bicas,31047,Sudeste,3107
MG,3115102,Cassia,31091,Sul,3101
BA,2933455,Barreiras,29002,Oeste,2912
MG,3154002,Ponte Nova,31060,Leste do Sul,3110
MG,3154903,Ponte Nova,31060,Leste do Sul,3110
RN,2415008,São José de Mipibu,24001,Macrorregião I,2402
BA,2903235,Irecê,29010,Centro - Norte,2918
MG,3139904,Itajubá,31003,Sul,3101
RN,2403103,Caicó,24004,Macrorregião I,2402
MG,3140555,Almenara/Jacinto,31094,Nordeste,3111
MG,3163300,Itambacuri,31096,Nordeste,3111
BA,2923050,Ribeira do Pombal,29019,Nordeste,2914
BA,2923100,Ribeira do Pombal,29019,Nordeste,2914
MG,3157336,São João Del Rei,31015,Centro Sul,3102
BA,2932408,Irecê,29010,Centro - Norte,2918
MG,3143906,Muriaé,31045,Sudeste,3107
MG,3148202,Muriaé,31045,Sudeste,3107
MG,3110707,Três Corações,31010,Sul,3101
MG,3110905,Três Corações,31010,Sul,3101
MG,3113909,Três Corações,31010,Sul,3101
MG,3114105,São Lourenço,31008,Sul,3101
BA,2921500,Serrinha,29025,Centro-Leste,2917
MG,3118700,Três Pontas,31011,Sul,3101
MG,3129004,Ubá,31048,Sudeste,3107
MG,3141603,Ubá,31048,Sudeste,3107
MG,3112802,Piumhi,31093,Sul,3101
BA,2933059,Jacobina,29014,Centro - Norte,2918
MG,3152501,Pouso Alegre,31007,Sul,3101
RN,2410108,João Câmara,24003,Macrorregião I,2402
BA,2902500,Barreiras,29002,Oeste,2912
MG,3155801,Ubá,31048,Sudeste,3107
MG,3134509,Lavras,31004,Sul,3101
MG,3160801,Três Corações,31010,Sul,3101
BA,2912301,Itapetinga,29013,Sudoeste,2911
MG,3145307,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
MG,3170305,Águas Formosas,31062,Nordeste,3111
MG,3127107,Frutal / Iturama,31071,Triângulo do Sul,3112
MG,3134400,Frutal / Iturama,31071,Triângulo do Sul,3112
MG,3149804,Araxá,31070,Triângulo do Sul,3112
MG,3156908,Uberaba,31072,Triângulo do Sul,3112
MG,3165602,São João Nepomuceno / bicas,31047,Sudeste,3107
RN,2413805,Pau dos Ferros,24006,Macrorregião II,2401
BA,2915601,Teixeira de Freitas,29026,Extremo Sul,2916
BA,2911709,Guanambi,29007,Sudoeste,2911
MG,3168507,Viçosa,31061,Leste do Sul,3110
BA,2904803,Itapetinga,29013,Sudoeste,2911
MG,3165560,Ponte Nova,31060,Leste do Sul,3110
GO,5214804,Estrada de Ferro,52005,Centro Sudeste,5210
MG,3147907,Passos,31092,Sul,3101
BA,2919900,Paulo Afonso,29017,Norte,2913
MG,3150208,Ponte Nova,31060,Leste do Sul,3110
MG,3137536,João Pinheiro,31077,Noroeste,3109
MG,3110509,Pouso Alegre,31007,Sul,3101
RN,2413359,Mossoró,24002,Macrorregião II,2401
BA,2932200,Itabuna,29012,Sul,2910
RN,2413300,São José de Mipibu,24001,Macrorregião I,2402
RN,2413201,São José de Mipibu,24001,Macrorregião I,2402
MG,3161007,João Monlevade,31023,Centro,3103
BA,2931905,Serrinha,29025,Centro-Leste,2917
RN,2412500,Pau dos Ferros,24006,Macrorregião II,2401
MG,3127388,Juiz de Fora,31097,Sudeste,3107
RN,2412401,Caicó,24004,Macrorregião I,2402
MG,3162807,Peçanha/São João Evangelista,31080,Leste,3106
RN,2412203,São José de Mipibu,24001,Macrorregião I,2402
RJ,3300936,Norte,33008,Macrorregião III,3310
BA,2929008,Cruz das Almas,29005,Leste,2915
MG,3100302,Manhuaçu,31059,Leste do Sul,3110
MG,3134004,Itaobim,31065,Nordeste,3111
MG,3134707,Almenara/Jacinto,31094,Nordeste,3111
MG,3135803,Almenara/Jacinto,31094,Nordeste,3111
RN,2408409,Pau dos Ferros,24006,Macrorregião II,2401
TO,1708304,Cerrado Tocantins Araguaia,17004,Norte,1701
MG,3127909,Patrocínio / Monte Carmelo,31074,Triângulo do Norte,3113
MG,3126000,Betim,31017,Centro,3103
RN,2408607,Pau dos Ferros,24006,Macrorregião II,2401
MG,3140001,Ouro Preto,31022,Centro,3103
MG,3126950,Peçanha/São João Evangelista,31080,Leste,3106
MG,3144805,Belo Horizonte/ Nova Lima/ Caeté,31016,Centro,3103
RN,2409308,Pau dos Ferros,24006,Macrorregião II,2401
MG,3130101,Betim,31017,Centro,3103
MG,3119906,Pouso Alegre,31007,Sul,3101
TO,1710508,Cerrado Tocantins Araguaia,17004,Norte,1701
RN,2409332,Santa Cruz,24005,Macrorregião I,2402
BA,2910602,Alagoinhas,29001,Nordeste,2914
MG,3110004,Belo Horizonte/ Nova Lima/ Caeté,31016,Centro,3103
MG,3106408,Belo Horizonte/ Nova Lima/ Caeté,31016,Centro,3103
TO,1710904,Cerrado Tocantins Araguaia,17004,Norte,1701
RN,2411106,Santa Cruz,24005,Macrorregião I,2402
MG,3136652,Betim,31017,Centro,3103
MG,3150406,Betim,31017,Centro,3103
RN,2409506,João Câmara,24003,Macrorregião I,2402
MG,3141108,Vespasiano,31025,Centro,3103
BA,2928703,Santo Antônio de Jesus,29022,Leste,2915
MG,3165537,Contagem,31018,Centro,3103
MG,3136959,Manga,31076,Norte,3108
RN,2409803,São José de Mipibu,24001,Macrorregião I,2402
MG,3138351,Turmalina/Minas Novas/Capelinha,31027,Jequitinhonha,3104
RN,2410009,Pau dos Ferros,24006,Macrorregião II,2401
MG,3138609,Lima Duarte,31090,Sudeste,3107
MG,3112901,Manhuaçu,31059,Leste do Sul,3110
MG,3121308,São João Nepomuceno / bicas,31047,Sudeste,3107
MG,3135076,Governador Valadares,31036,Leste,3106
BA,2928950,Serrinha,29025,Centro-Leste,2917
RN,2410702,Pau dos Ferros,24006,Macrorregião II,2401
MG,3134202,Ituiutaba,31073,Triângulo do Norte,3113
MG,3141009,Janaúba/Monte Azul,31052,Norte,3108
MG,3162401,Brasília de Minas/São Francisco,31049,Norte,3108
RN,2411007,Pau dos Ferros,24006,Macrorregião II,2401
MG,3143708,Itabira,31021,Centro,3103
RN,2411056,Mossoró,24002,Macrorregião II,2401
BA,2919553,Barreiras,29002,Oeste,2912
BA,2929206,Salvador,29020,Leste,2915
MG,3136579,Francisco Sá,31051,Norte,3108
MG,3144003,Manhuaçu,31059,Leste do Sul,3110
MG,3164803,Itabira,31021,Centro,3103
MG,3125606,Almenara/Jacinto,31094,Nordeste,3111
BA,2919058,Jequié,29015,Sul,2910
RN,2414407,João Câmara,24003,Macrorregião I,2402
BA,2918704,Jequié,29015,Sul,2910
TO,1712009,Capim Dourado,17006,Centro-Sul,1702
BA,2900306,Alagoinhas,29001,Nordeste,2914
RN,2414308,Caicó,24004,Macrorregião I,2402
MG,3161205,Oliveira/Santo Antônio do Amparo,31088,Oeste,3105
RN,2414001,Santa Cruz,24005,Macrorregião I,2402
BA,2922003,Teixeira de Freitas,29026,Extremo Sul,2916
RN,2401701,Santa Cruz,24005,Macrorregião I,2402
RN,2412906,Santa Cruz,24005,Macrorregião I,2402
TO,1721307,Cerrado Tocantins Araguaia,17004,Norte,1701
BA,2917300,Valença,29027,Sul,2910
MG,3133808,Itaúna,31031,Oeste,3105
MG,3145802,Pará de Minas,31032,Oeste,3105
PR,4121703,21ª RS Telêmaco Borba,41021,Leste,4107
MG,3107505,Lima Duarte,31090,Sudeste,3107
RN,2412559,João Câmara,24003,Macrorregião I,2402
MG,3111804,Ituiutaba,31073,Triângulo do Norte,3113
BA,2915700,Jequié,29015,Sul,2910
MG,3126109,Formiga,31030,Oeste,3105
BA,2915502,Itabuna,29012,Sul,2910
RN,2412302,Santa Cruz,24005,Macrorregião I,2402
MG,3115805,Ituiutaba,31073,Triângulo do Norte,3113
MG,3121001,Diamantina,31026,Jequitinhonha,3104
MG,3111150,Brasília de Minas/São Francisco,31049,Norte,3108
BA,2914901,Ilhéus,29009,Sul,2910
RN,2411403,Caicó,24004,Macrorregião I,2402
BA,2910800,Feira de Santana,29006,Centro-Leste,2917
MG,3169703,Turmalina/Minas Novas/Capelinha,31027,Jequitinhonha,3104
BA,2930758,Santa Maria da Vitória,29021,Oeste,2912
BA,2930501,Serrinha,29025,Centro-Leste,2917
MG,3165909,Diamantina,31026,Jequitinhonha,3104
MG,3156809,Guanhães,31020,Centro,3103
MG,3153301,Diamantina,31026,Jequitinhonha,3104
MG,3118304,Conselheiro Lafaiete,31079,Centro Sul,3102
MG,3101508,Além  Paraíba,31041,Sudeste,3107
MG,3125200,Alfenas / Machado,31001,Sul,3101
BA,2926004,Juazeiro,29016,Norte,2913
BA,2921450,Vitória da Conquista,29028,Sudoeste,2911
BA,2926707,Brumado,29003,Sudoeste,2911
MG,3112307,Turmalina/Minas Novas/Capelinha,31027,Jequitinhonha,3104
MG,3158706,Barbacena,31013,Centro Sul,3102
BA,2921005,Camaçari,29004,Leste,2915
TO,1716505,Cerrado Tocantins Araguaia,17004,Norte,1701
MG,3115409,Conselheiro Lafaiete,31079,Centro Sul,3102
MG,3103504,Uberlândia / Araguari,31075,Triângulo do Norte,3113
BA,2913606,Ilhéus,29009,Sul,2910
CE,2303105,Sobral,23011,Sobral,2309
CE,2313252,Crato,23020,Cariri,2308
MG,3154309,Resplendor,31040,Leste,3106
BA,2913804,Feira de Santana,29006,Centro-Leste,2917
RN,2406007,Pau dos Ferros,24006,Macrorregião II,2401
RJ,3304805,Norte,33008,Macrorregião III,3310
MG,3155603,Taiobeiras,31085,Norte,3108
CE,2304202,Crato,23020,Cariri,2308
MA,2108108,Bacabal,21002,Norte,2110
BA,2915908,Alagoinhas,29001,Nordeste,2914
RN,2406809,Santa Cruz,24005,Macrorregião I,2402
MA,2100956,Barra do Corda,21004,Sul,2109
MA,2102358,Imperatriz,21008,Sul,2109
RN,2406908,Pau dos Ferros,24006,Macrorregião II,2401
MA,2103307,Codó,21007,Leste,2111
RJ,3306305,Médio Paraíba,33004,Macrorregião I,3312
RN,2407500,João Câmara,24003,Macrorregião I,2402
MA,2111052,Imperatriz,21008,Sul,2109
MA,2105401,Itapecuru Mirim,21009,Norte,2110
MG,3159506,Resplendor,31040,Leste,3106
MG,3104908,São Lourenço,31008,Sul,3101
MA,2105005,Rosário,21013,Norte,2110
MA,2102036,Açailândia,21001,Sul,2109
TO,1703057,Cerrado Tocantins Araguaia,17004,Norte,1701
MA,2103554,Bacabal,21002,Norte,2110
MA,2105906,Bacabal,21002,Norte,2110
TO,1706506,Médio Norte Araguaia,17001,Norte,1701
MA,2102150,Bacabal,21002,Norte,2110
RN,2408102,Metropolitana,24007,Macrorregião I,2402
MA,2112506,Chapadinha,21006,Norte,2110
CE,2305357,Aracati,23007,Litoral Leste/Jaguaribe,2306
BA,2916401,Itapetinga,29013,Sudoeste,2911
CE,2314003,Crato,23020,Cariri,2308
TO,1704600,Cantão,17007,Centro-Sul,1702
CE,2312502,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306
MG,3104304,Alfenas / Machado,31001,Sul,3101
MG,3105301,Alfenas / Machado,31001,Sul,3101
MG,3105103,Formiga,31030,Oeste,3105
MG,3104007,Araxá,31070,Triângulo do Sul,3112
TO,1700707,Ilha do Bananal,17005,Centro-Sul,1702
MG,3146602,Barbacena,31013,Centro Sul,3102
MG,3117009,Itaobim,31065,Nordeste,3111
MG,3110400,Campo Belo,31089,Oeste,3105
MG,3102407,Serro,31095,Jequitinhonha,3104
MG,3113107,Conselheiro Lafaiete,31079,Centro Sul,3102
RN,2405900,Pau dos Ferros,24006,Macrorregião II,2401
CE,2306900,Limoeiro do Norte,23010,Litoral Leste/Jaguaribe,2306
BA,2913507,Itapetinga,29013,Sudoeste,2911
RN,2405801,João Câmara,24003,Macrorregião I,2402
MA,2109304,Itapecuru Mirim,21009,Norte,2110
BA,2911907,Itaberaba,29011,Centro-Leste,2917
RN,2405405,Santa Cruz,24005,Macrorregião I,2402
PB,2502102,7ª Região,25007,Sertão/Alto Sertão,2501
SP,3548708,Grande ABC,35015,RRAS1,3534
BA,2907707,Paulo Afonso,29017,Norte,2913
RN,2405108,João Câmara,24003,Macrorregião I,2402
PR,4116703,10ª RS Cascavel,41010,Oeste,4108
PR,4114906,16ª RS Apucarana,41016,Norte,4105
PR,4108650,5ª RS Guarapuava,41005,Leste,4107
MG,3148756,Carangola,31042,Sudeste,3107
RJ,3303203,Metropolitana I,33005,Macrorregião II,3311
RN,2405009,Santa Cruz,24005,Macrorregião I,2402
RN,2401453,Mossoró,24002,Macrorregião II,2401
TO,1705102,Amor Perfeito,17008,Centro-Sul,1702
RJ,3302452,Serrana,33009,Macrorregião II,3311
MG,3146305,Padre Paraíso,31067,Nordeste,3111
CE,2306405,Itapipoca,23006,Fortaleza,2310
CE,2308708,Russas,23009,Litoral Leste/Jaguaribe,2306
MG,3145406,Lima Duarte,31090,Sudeste,3107
RJ,3300704,Baixada Litorânea,33002,Macrorregião III,3310
BA,2905602,Itabuna,29012,Sul,2910
MA,2108504,Santa Inês,21014,Norte,2110
MA,2105302,Imperatriz,21008,Sul,2109
RN,2404705,Açu,24008,Macrorregião II,2401
PB,2501203,3ª Região,25003,Campina Grande,2502
RN,2404309,Mossoró,24002,Macrorregião II,2401
BA,2931707,Feira de Santana,29006,Centro-Leste,2917
TO,1713205,Capim Dourado,17006,Centro-Sul,1702
MG,3136553,Santa Maria do Suaçuí,31081,Leste,3106
MA,2111201,São Luís,21016,Norte,2110
PI,2206407,Entre Rios,22004,Meio Norte,2208
RJ,3303104,Noroeste,33007,Macrorregião III,3310
MA,2112308,Presidente Dutra,21012,Leste,2111
PB,2501104,3ª Região,25003,Campina Grande,2502
MA,2110005,Santa Inês,21014,Norte,2110
PR,4103909,11ª RS Campo Mourão,41011,Noroeste,4106
MA,2106326,Zé Doca,21019,Norte,2110
MA,2103752,Imperatriz,21008,Sul,2109
MA,2100105,Caxias,21005,Leste,2111
PR,4112959,11ª RS Campo Mourão,41011,Noroeste,4106
RS,4313607,Região 18 - Araucárias,43018,Norte,4311
MA,2106003,Pedreiras,21010,Leste,2111
PR,4114807,15ª RS Maringá,41015,Noroeste,4106
BA,2911600,Cruz das Almas,29005,Leste,2915
MA,2103802,Presidente Dutra,21012,Leste,2111
TO,1703107,Cantão,17007,Centro-Sul,1702
MA,2100303,Caxias,21005,Leste,2111
RN,2402808,Santa Cruz,24005,Macrorregião I,2402
PR,4117503,15ª RS Maringá,41015,Noroeste,4106
CE,2307502,Icó,23017,Cariri,2308
MA,2102325,Açailândia,21001,Sul,2109
PR,4115606,9ª RS Foz do Iguaçu,41009,Oeste,4108
MA,2106607,Timon,21017,Leste,2111
PR,4118808,11ª RS Campo Mourão,41011,Noroeste,4106
TO,1715150,Sudeste,17003,Centro-Sul,1702
MA,2101103,Rosário,21013,Norte,2110
MA,2101202,Bacabal,21002,Norte,2110
MA,2111706,Viana,21018,Norte,2110
MA,2105922,São João dos Patos,21015,Leste,2111
MA,2111763,Imperatriz,21008,Sul,2109
MA,2100832,Pinheiro,21011,Norte,2110
MA,2109452,São Luís,21016,Norte,2110
PB,2500577,3ª Região,25003,Campina Grande,2502
SC,4204400,Oeste,42002,Grande Oeste,4213
PR,4127809,19ª RS Jacarezinho,41019,Norte,4105
MG,3103405,Araçuaí,31064,Jequitinhonha,3104
MA,2106706,São João dos Patos,21015,Leste,2111
MA,2107456,Viana,21018,Norte,2110
MA,2108306,Viana,21018,Norte,2110
PR,4107652,2ª RS Metropolitana,41002,Leste,4107
MA,2112209,Timon,21017,Leste,2111
PR,4119251,8ª RS Francisco Beltrão,41008,Oeste,4108
PR,4100509,12ª RS Umuarama,41012,Noroeste,4106
TO,1703867,Ilha do Bananal,17005,Centro-Sul,1702
MG,3102852,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
TO,1702554,Bico do Papagaio,17002,Norte,1701
RJ,3301603,Serrana,33009,Macrorregião II,3311
TO,1707009,Sudeste,17003,Centro-Sul,1702
PR,4126405,18ª RS Cornélio Procópio,41018,Norte,4105
BA,2908903,Feira de Santana,29006,Centro-Leste,2917
MG,3136306,João Pinheiro,31077,Noroeste,3109
RN,2403608,Metropolitana,24007,Macrorregião I,2402
CE,2307304,Juazeiro do Norte,23021,Cariri,2308
TO,1712702,Amor Perfeito,17008,Centro-Sul,1702
MA,2101806,São João dos Patos,21015,Leste,2111
TO,1712405,Capim Dourado,17006,Centro-Sul,1702
CE,2309458,Cascavel,23022,Fortaleza,2310
RN,2403756,Açu,24008,Macrorregião II,2401
MA,2109700,Balsas,21003,Sul,2109
MG,3105905,São João Del Rei,31015,Centro Sul,3102
TO,1719004,Capim Dourado,17006,Centro-Sul,1702
MA,2105203,Pedreiras,21010,Leste,2111
MG,3103108,Muriaé,31045,Sudeste,3107
MA,2100709,Itapecuru Mirim,21009,Norte,2110
